Celltype,Celltype_Str,Cytokine,Cytokine_Str,Gene,Avg_log2FC,FDR,Pct_Cytokine,Pct_PBS,__sheet__
B cell,B_cell,IL-1α,IL1a,Zfp36l2,1.09092999895634,8.00795130033793e-20,0.509,0.217,B_cell
B cell,B_cell,IL-1α,IL1a,Arap2,0.891993631282316,7.89644707143292e-10,0.314,0.11,B_cell
B cell,B_cell,IL-1α,IL1a,Socs3,0.843500162505324,5.32029455084295e-10,0.16,0.023,B_cell
B cell,B_cell,IL-1α,IL1a,Napsa,0.808775593987397,1.24491648042881e-14,0.794,0.585,B_cell
B cell,B_cell,IL-1α,IL1a,Gpr171,0.791013037121244,1.74313510074885e-09,0.331,0.124,B_cell
B cell,B_cell,IL-1α,IL1a,Ccnd2,0.699462699147377,0.0209745136321222,0.222,0.118,B_cell
B cell,B_cell,IL-1α,IL1a,Ptpn1,0.686511388968371,2.8727373192242e-06,0.412,0.23,B_cell
B cell,B_cell,IL-1α,IL1a,Ly6a,0.673258602044552,1.25600752260213e-05,0.572,0.359,B_cell
B cell,B_cell,IL-1α,IL1a,Pdcd4,0.672801908496927,0.000113007447922072,0.336,0.187,B_cell
B cell,B_cell,IL-1α,IL1a,Sorl1,0.626455407832377,1.59362224681868e-06,0.501,0.277,B_cell
B cell,B_cell,IL-1α,IL1a,Ptpn22,0.616331490042215,4.80433152899265e-06,0.184,0.053,B_cell
B cell,B_cell,IL-1α,IL1a,Ccnd3,0.609416851506894,1.59362224681868e-06,0.306,0.147,B_cell
B cell,B_cell,IL-1α,IL1a,Sesn1,0.597453187445304,3.10595300510324e-08,0.233,0.078,B_cell
B cell,B_cell,IL-1α,IL1a,Tsc22d3,0.562025335961089,1.9806986691307e-08,0.566,0.38,B_cell
B cell,B_cell,IL-1α,IL1a,Ssh2,0.525973046730618,0.00429290693524543,0.295,0.16,B_cell
B cell,B_cell,IL-1α,IL1a,Egln2,0.521793665375947,0.000127219099150741,0.238,0.118,B_cell
B cell,B_cell,IL-1α,IL1a,Ifi47,0.498796577044982,0.000103964818482669,0.233,0.1,B_cell
B cell,B_cell,IL-1α,IL1a,Cd83,0.490730384637731,0.0470192854289399,0.417,0.271,B_cell
B cell,B_cell,IL-1α,IL1a,Ncl,0.479209870470584,0.0317447549060513,0.585,0.473,B_cell
B cell,B_cell,IL-1α,IL1a,Stat1,0.467633415530426,0.00640011592566557,0.352,0.215,B_cell
B cell,B_cell,IL-1α,IL1a,Foxn3,0.463906495206753,0.0394402135233214,0.469,0.324,B_cell
B cell,B_cell,IL-1α,IL1a,Bcl3,0.451151594695737,0.000727059851113422,0.154,0.054,B_cell
B cell,B_cell,IL-1α,IL1a,Syngr2,0.45094549612325,0.0111717547282511,0.29,0.163,B_cell
B cell,B_cell,IL-1α,IL1a,Cytip,0.440726043212382,0.00436901905821285,0.477,0.331,B_cell
B cell,B_cell,IL-1α,IL1a,Hs3st1,0.435205170966128,0.00681617045845022,0.125,0.035,B_cell
B cell,B_cell,IL-1α,IL1a,Cebpb,0.428262682562562,0.00824245042417405,0.141,0.056,B_cell
B cell,B_cell,IL-1α,IL1a,Irf1,0.42611274776845,0.0433318765932349,0.195,0.105,B_cell
B cell,B_cell,IL-1α,IL1a,Irgm1,0.42301143558067,0.0159870402369341,0.146,0.072,B_cell
B cell,B_cell,IL-1α,IL1a,Mrpl52,0.422353192203222,0.00824245042417405,0.436,0.279,B_cell
B cell,B_cell,IL-1α,IL1a,Hspa9,0.421192638561963,0.000103964818482669,0.255,0.117,B_cell
B cell,B_cell,IL-1α,IL1a,Acp5,0.416744767966576,0.00704503180856311,0.312,0.198,B_cell
B cell,B_cell,IL-1α,IL1a,Adrb2,0.413737099219481,0.0116113511826833,0.203,0.095,B_cell
B cell,B_cell,IL-1α,IL1a,Sema4b,0.412344518212086,0.0259781187067365,0.152,0.071,B_cell
B cell,B_cell,IL-1α,IL1a,Hcls1,0.409911375242586,0.000100588036875052,0.388,0.23,B_cell
B cell,B_cell,IL-1α,IL1a,Serinc3,0.407546525243073,0.00640011592566557,0.726,0.554,B_cell
B cell,B_cell,IL-1α,IL1a,Ranbp1,0.395947033980566,0.0141089843889526,0.352,0.224,B_cell
B cell,B_cell,IL-1α,IL1a,Odc1,0.392714245296967,0.00704503180856311,0.168,0.072,B_cell
B cell,B_cell,IL-1α,IL1a,Pkig,0.388133998865429,0.00608444398726867,0.509,0.365,B_cell
B cell,B_cell,IL-1α,IL1a,Cd38,0.387003901959447,0.0167154655325542,0.355,0.238,B_cell
B cell,B_cell,IL-1α,IL1a,Ppp1r21,0.373631604632563,0.000704699887173697,0.122,0.037,B_cell
B cell,B_cell,IL-1α,IL1a,Zbp1,0.372067282703183,0.0111717547282511,0.144,0.063,B_cell
B cell,B_cell,IL-1α,IL1a,Mettl1,0.367745005368917,0.00366973079682803,0.13,0.048,B_cell
B cell,B_cell,IL-1α,IL1a,Spcs2,0.351865951006769,0.0354808170850852,0.42,0.274,B_cell
B cell,B_cell,IL-1α,IL1a,Scd1,0.343942637563028,0.00764363541674039,0.547,0.401,B_cell
B cell,B_cell,IL-1α,IL1a,Pag1,0.341681117873594,0.0269393529676019,0.347,0.229,B_cell
B cell,B_cell,IL-1α,IL1a,Zfp1,0.329876364764935,0.0251032271639724,0.108,0.043,B_cell
B cell,B_cell,IL-1α,IL1a,Nme1,0.326523168219172,0.0354808170850852,0.461,0.338,B_cell
B cell,B_cell,IL-1α,IL1a,Alkbh1,0.324669580892955,0.0244715510895902,0.209,0.11,B_cell
B cell,B_cell,IL-1α,IL1a,Apobec1,0.304418282076844,0.00138443676901534,0.103,0.034,B_cell
B cell,B_cell,IL-1α,IL1a,Dhx40,0.290549241494872,0.00681617045845022,0.106,0.043,B_cell
B cell,B_cell,IL-1α,IL1a,Ptprj,0.277889612361457,0.0265618702755136,0.152,0.077,B_cell
B cell,B_cell,IL-1α,IL1a,Fxr1,0.269611362623973,0.046585541661452,0.168,0.092,B_cell
B cell,B_cell,IL-1α,IL1a,Tbc1d15,0.260149752402556,0.0218078190334165,0.108,0.047,B_cell
B cell,B_cell,IL-1α,IL1a,Fth1,-0.286945032764214,9.48324167137303e-05,0.973,0.979,B_cell
B cell,B_cell,IL-1α,IL1a,H3f3a,-0.313768226333817,7.73756130688418e-05,0.976,0.993,B_cell
B cell,B_cell,IL-1α,IL1a,Igkc,-0.329712884740642,9.99970356770467e-06,0.951,0.967,B_cell
B cell,B_cell,IL-1α,IL1a,Coro1a,-0.33970073995759,3.27783179659117e-05,0.911,0.928,B_cell
B cell,B_cell,IL-1α,IL1a,Foxp1,-0.368683232476582,0.0205074870294398,0.577,0.614,B_cell
B cell,B_cell,IL-1α,IL1a,Limd2,-0.397938644109122,0.00764363541674039,0.539,0.607,B_cell
B cell,B_cell,IL-1α,IL1a,Cd52,-0.401480802851988,1.73750860193788e-09,0.984,0.993,B_cell
B cell,B_cell,IL-1α,IL1a,Ets1,-0.41801227672929,0.0135187154394163,0.425,0.506,B_cell
B cell,B_cell,IL-1α,IL1a,Hexb,-0.430216612243513,0.0155002268053095,0.089,0.176,B_cell
B cell,B_cell,IL-1α,IL1a,Arhgap17,-0.44236907906868,0.0498985466982429,0.271,0.362,B_cell
B cell,B_cell,IL-1α,IL1a,Cd79b,-0.443180853831113,1.6832213784065e-07,0.927,0.959,B_cell
B cell,B_cell,IL-1α,IL1a,Ighm,-0.444808245625466,1.20234602454652e-08,0.957,0.984,B_cell
B cell,B_cell,IL-1α,IL1a,Klf3,-0.471117161674653,0.00312065141741061,0.049,0.137,B_cell
B cell,B_cell,IL-1α,IL1a,Ltb,-0.477855671944428,9.94141605051366e-06,0.767,0.847,B_cell
B cell,B_cell,IL-1α,IL1a,Txndc5,-0.481196285228783,0.0124253622369445,0.098,0.184,B_cell
B cell,B_cell,IL-1α,IL1a,Rhob,-0.489157018899773,0.0212618412804168,0.054,0.133,B_cell
B cell,B_cell,IL-1α,IL1a,Hspa1b,-0.502025929856683,0.027348789080364,0.041,0.103,B_cell
B cell,B_cell,IL-1α,IL1a,Ier5,-0.532517293730467,0.000294884948230836,0.501,0.594,B_cell
B cell,B_cell,IL-1α,IL1a,S100a10,-0.53725475267328,0.0021444502083188,0.371,0.501,B_cell
B cell,B_cell,IL-1α,IL1a,Vim,-0.560564011453242,0.00516692477076888,0.195,0.312,B_cell
B cell,B_cell,IL-1α,IL1a,Rasgrp2,-0.562200932425108,0.0209745136321222,0.198,0.333,B_cell
B cell,B_cell,IL-1α,IL1a,Swap70,-0.565208771929012,2.10029223709071e-05,0.35,0.49,B_cell
B cell,B_cell,IL-1α,IL1a,Iglc2,-0.568707679947534,5.32029455084295e-10,0.778,0.902,B_cell
B cell,B_cell,IL-1α,IL1a,Lsp1,-0.5723809339444,2.99444675101189e-07,0.379,0.543,B_cell
B cell,B_cell,IL-1α,IL1a,Ccr7,-0.596484671363774,0.00516692477076888,0.217,0.309,B_cell
B cell,B_cell,IL-1α,IL1a,Emp3,-0.685079973258918,9.34518409578768e-07,0.255,0.419,B_cell
B cell,B_cell,IL-1α,IL1a,Jun,-0.700396733380503,0.00864930715850631,0.293,0.391,B_cell
B cell,B_cell,IL-1α,IL1a,Iglc3,-0.716703578934515,3.74393898274227e-15,0.637,0.823,B_cell
B cell,B_cell,IL-1α,IL1a,Hist1h1c,-0.728870683111784,0.00742283314461879,0.184,0.295,B_cell
B cell,B_cell,IL-1α,IL1a,Fosb,-0.793441103045454,8.27710962060256e-05,0.049,0.162,B_cell
B cell,B_cell,IL-1α,IL1a,Fcer2a,-1.0576167458069,8.00795130033793e-20,0.352,0.629,B_cell
B cell,B_cell,IL-1α,IL1a,Cd55,-1.07823956650746,6.00951038721194e-10,0.209,0.452,B_cell
B cell,B_cell,IL-1α,IL1a,Klf2,-1.13499723353032,2.61012639136708e-15,0.591,0.774,B_cell
B cell,B_cell,IL-1β,IL1b,Zfp36l2,1.43618127283213,1.1247180895771e-07,0.5,0.217,B_cell
B cell,B_cell,IL-1β,IL1b,Ccnd3,1.21934493728266,1.5202812151641e-06,0.415,0.147,B_cell
B cell,B_cell,IL-1β,IL1b,Serinc3,0.737993937892714,0.0181205272569761,0.72,0.554,B_cell
B cell,B_cell,IL-1β,IL1b,Socs3,0.704574589672211,0.0145691881739701,0.122,0.023,B_cell
B cell,B_cell,IL-1β,IL1b,Bcl3,0.701719367373365,0.039480025287171,0.183,0.054,B_cell
B cell,B_cell,IL-1β,IL1b,Fkbp5,0.445309147563115,0.045101064773188,0.11,0.026,B_cell
B cell,B_cell,IL-1β,IL1b,Fth1,-0.332789413400588,0.045101064773188,0.939,0.979,B_cell
B cell,B_cell,IL-1β,IL1b,Igkc,-0.501767686324023,0.00892474158052854,0.963,0.967,B_cell
B cell,B_cell,IL-1β,IL1b,Iglc2,-0.616483550911311,0.0270504815840123,0.707,0.902,B_cell
B cell,B_cell,IL-1β,IL1b,Cd79b,-0.627514662489283,0.00105629453574683,0.829,0.959,B_cell
B cell,B_cell,IL-1β,IL1b,Iglc3,-0.661387858174051,0.00892474158052854,0.573,0.823,B_cell
B cell,B_cell,IL-1β,IL1b,Ltb,-0.679305128558303,0.0039903028668949,0.646,0.847,B_cell
B cell,B_cell,IL-1β,IL1b,Klf2,-0.795363948073552,0.0466677204166194,0.524,0.774,B_cell
B cell,B_cell,IL-1β,IL1b,Ier5,-0.801523280083856,0.0291034568709988,0.341,0.594,B_cell
B cell,B_cell,IL-1β,IL1b,Fcer2a,-1.02440880110637,0.000106134567033833,0.28,0.629,B_cell
B cell,B_cell,IL-18,IL18,Serpina3g,2.44826384406617,4.16107215385015e-63,0.645,0.048,B_cell
B cell,B_cell,IL-18,IL18,Ifi47,1.87837749508789,7.18082988927592e-53,0.657,0.1,B_cell
B cell,B_cell,IL-18,IL18,Stat1,1.85675492834587,7.18082988927592e-53,0.81,0.215,B_cell
B cell,B_cell,IL-18,IL18,Ly6a,1.70612690173258,1.28483972814293e-45,0.901,0.359,B_cell
B cell,B_cell,IL-18,IL18,Gbp7,1.51048022950407,1.51825308862705e-33,0.413,0.033,B_cell
B cell,B_cell,IL-18,IL18,Socs1,1.51008834716387,2.22337045575618e-38,0.384,0.026,B_cell
B cell,B_cell,IL-18,IL18,Iigp1,1.4949499699414,9.35607076177522e-23,0.248,0.011,B_cell
B cell,B_cell,IL-18,IL18,Irf1,1.44862725548318,9.39689985032032e-31,0.512,0.105,B_cell
B cell,B_cell,IL-18,IL18,Irgm1,1.40778072788405,1.70841780211484e-41,0.517,0.072,B_cell
B cell,B_cell,IL-18,IL18,Igtp,1.36013630585373,1.85230171169683e-31,0.426,0.055,B_cell
B cell,B_cell,IL-18,IL18,Samhd1,1.30935446893098,2.92889075899852e-34,0.872,0.457,B_cell
B cell,B_cell,IL-18,IL18,Gbp4,1.30855344956894,4.98983271940209e-24,0.413,0.074,B_cell
B cell,B_cell,IL-18,IL18,Pkib,1.27393634008351,3.05733477817839e-26,0.545,0.131,B_cell
B cell,B_cell,IL-18,IL18,Zbp1,1.21771109361307,1.44143576424345e-25,0.388,0.063,B_cell
B cell,B_cell,IL-18,IL18,Psmb9,1.19469331456974,1.85585967334793e-27,0.756,0.309,B_cell
B cell,B_cell,IL-18,IL18,Gbp2,1.12137672728919,6.23194821815275e-17,0.248,0.03,B_cell
B cell,B_cell,IL-18,IL18,Tap1,1.09933953644781,2.18019277910402e-22,0.649,0.217,B_cell
B cell,B_cell,IL-18,IL18,Serpina3f,0.94524409703423,3.31996652254905e-21,0.211,0.005,B_cell
B cell,B_cell,IL-18,IL18,Parp14,0.94244943270578,3.67597407681068e-11,0.405,0.125,B_cell
B cell,B_cell,IL-18,IL18,Serpinb1a,0.883254357374985,3.335824287663e-07,0.674,0.445,B_cell
B cell,B_cell,IL-18,IL18,Gimap4,0.883070437192254,2.11453041143787e-13,0.669,0.31,B_cell
B cell,B_cell,IL-18,IL18,Gbp3,0.804143554923061,2.12946492827059e-18,0.236,0.026,B_cell
B cell,B_cell,IL-18,IL18,Ifi203,0.766200907485249,3.63963655290859e-12,0.798,0.488,B_cell
B cell,B_cell,IL-18,IL18,Wars,0.763912749707325,1.21160648742053e-10,0.19,0.037,B_cell
B cell,B_cell,IL-18,IL18,Irf8,0.741833319251453,6.27980773963847e-09,0.789,0.512,B_cell
B cell,B_cell,IL-18,IL18,Gbp5,0.722841361780685,1.9858490639933e-14,0.219,0.029,B_cell
B cell,B_cell,IL-18,IL18,Sertad2,0.700605755157507,5.63337593513194e-11,0.244,0.055,B_cell
B cell,B_cell,IL-18,IL18,Pml,0.697407803589375,5.24985320474765e-12,0.43,0.156,B_cell
B cell,B_cell,IL-18,IL18,Psmb10,0.675797666373054,1.86553344566188e-08,0.541,0.265,B_cell
B cell,B_cell,IL-18,IL18,H2-K1,0.647388797902839,3.87906178724664e-17,1.0,0.938,B_cell
B cell,B_cell,IL-18,IL18,Ms4a4c,0.636240554649818,3.92705077976834e-09,0.694,0.405,B_cell
B cell,B_cell,IL-18,IL18,H2-T23,0.626576150182469,1.78042770233208e-09,0.789,0.47,B_cell
B cell,B_cell,IL-18,IL18,Psme2,0.619327021464277,3.335824287663e-07,0.554,0.274,B_cell
B cell,B_cell,IL-18,IL18,Psmb8,0.595757170219371,1.66147040509602e-09,0.864,0.681,B_cell
B cell,B_cell,IL-18,IL18,Psme1,0.592922334764536,1.79273261266028e-07,0.781,0.506,B_cell
B cell,B_cell,IL-18,IL18,Psma7,0.564941266220098,2.21049569491911e-07,0.612,0.336,B_cell
B cell,B_cell,IL-18,IL18,Parp9,0.563787068521166,5.11933426530103e-09,0.236,0.058,B_cell
B cell,B_cell,IL-18,IL18,Fam26f,0.558689691651687,9.82665707000849e-06,0.165,0.035,B_cell
B cell,B_cell,IL-18,IL18,H2-T22,0.553667559192528,4.80923867543098e-07,0.364,0.166,B_cell
B cell,B_cell,IL-18,IL18,Plac8,0.549436081537394,1.7898062879061e-09,0.645,0.335,B_cell
B cell,B_cell,IL-18,IL18,Icam1,0.545489699699494,1.66314774904769e-05,0.186,0.058,B_cell
B cell,B_cell,IL-18,IL18,Jun,0.544989026638297,0.000149031664058875,0.628,0.391,B_cell
B cell,B_cell,IL-18,IL18,Mndal,0.541711343542823,4.42240147862008e-05,0.736,0.48,B_cell
B cell,B_cell,IL-18,IL18,Gbp9,0.530258179753509,2.07541123850321e-05,0.223,0.07,B_cell
B cell,B_cell,IL-18,IL18,Nrip1,0.524092251006836,9.78001961946028e-08,0.227,0.07,B_cell
B cell,B_cell,IL-18,IL18,Pla2g16,0.52365216048382,5.34136433050531e-05,0.252,0.084,B_cell
B cell,B_cell,IL-18,IL18,Stat3,0.522618541309152,8.8187345888233e-05,0.326,0.151,B_cell
B cell,B_cell,IL-18,IL18,Ctsc,0.505061990769656,0.00324283662460917,0.421,0.226,B_cell
B cell,B_cell,IL-18,IL18,Bst2,0.502932044619928,2.41013187995508e-05,0.335,0.141,B_cell
B cell,B_cell,IL-18,IL18,Nlrc5,0.500118822728528,4.74843614179731e-09,0.178,0.037,B_cell
B cell,B_cell,IL-18,IL18,B2m,0.479536901347121,2.14815640793259e-11,0.992,0.897,B_cell
B cell,B_cell,IL-18,IL18,Tgtp2,0.461632867066846,5.38244926949044e-07,0.112,0.009,B_cell
B cell,B_cell,IL-18,IL18,Hspa1a,0.45756527096918,6.40966998955108e-06,0.24,0.089,B_cell
B cell,B_cell,IL-18,IL18,Trim12c,0.455071262657746,0.000572585319723012,0.347,0.148,B_cell
B cell,B_cell,IL-18,IL18,H2-Q4,0.454086922587773,0.00237703496974055,0.393,0.212,B_cell
B cell,B_cell,IL-18,IL18,Ppa1,0.445693647289671,0.00013469047269711,0.186,0.064,B_cell
B cell,B_cell,IL-18,IL18,Phf11b,0.438725715661397,1.02533750439265e-06,0.236,0.078,B_cell
B cell,B_cell,IL-18,IL18,Pa2g4,0.429515029986821,0.00100833482419132,0.269,0.125,B_cell
B cell,B_cell,IL-18,IL18,Tap2,0.428974439275696,0.000266742896670901,0.331,0.166,B_cell
B cell,B_cell,IL-18,IL18,Slfn2,0.425760589153271,2.5765455974828e-05,0.587,0.352,B_cell
B cell,B_cell,IL-18,IL18,Got1,0.424520938373017,2.39110076642468e-06,0.157,0.039,B_cell
B cell,B_cell,IL-18,IL18,Rnase6,0.413330548275802,0.00401599022232615,0.508,0.309,B_cell
B cell,B_cell,IL-18,IL18,Gimap3,0.406715583207375,0.00460492248788893,0.475,0.278,B_cell
B cell,B_cell,IL-18,IL18,Gimap7,0.40553030339245,0.00477917200023982,0.322,0.156,B_cell
B cell,B_cell,IL-18,IL18,Gimap9,0.40144805029996,0.000384030720874792,0.397,0.214,B_cell
B cell,B_cell,IL-18,IL18,Idnk,0.400393857373051,0.00452279576929376,0.285,0.142,B_cell
B cell,B_cell,IL-18,IL18,Irgm2,0.392020219808471,1.47833169595657e-07,0.112,0.013,B_cell
B cell,B_cell,IL-18,IL18,Katna1,0.391461739583984,0.00341369426970127,0.132,0.037,B_cell
B cell,B_cell,IL-18,IL18,Ogfr,0.379498773041857,0.00206596967412123,0.231,0.092,B_cell
B cell,B_cell,IL-18,IL18,Irf9,0.372073055315704,0.0251336839088438,0.223,0.1,B_cell
B cell,B_cell,IL-18,IL18,Tapbpl,0.370684821455498,0.000545918960589455,0.157,0.056,B_cell
B cell,B_cell,IL-18,IL18,Psma5,0.355852127384698,0.000281597869055185,0.372,0.194,B_cell
B cell,B_cell,IL-18,IL18,Stat2,0.353357046682774,0.000880968049621942,0.165,0.056,B_cell
B cell,B_cell,IL-18,IL18,Dph3,0.353149548927681,0.00348626422732284,0.264,0.126,B_cell
B cell,B_cell,IL-18,IL18,Ffar1,0.347914330960351,0.00100288424694658,0.223,0.1,B_cell
B cell,B_cell,IL-18,IL18,Mpeg1,0.347760453761136,0.00136462142681298,0.103,0.023,B_cell
B cell,B_cell,IL-18,IL18,BC005561,0.344830926210793,0.000938181044105583,0.194,0.074,B_cell
B cell,B_cell,IL-18,IL18,Elk4,0.337645925976131,4.40917644721661e-06,0.31,0.147,B_cell
B cell,B_cell,IL-18,IL18,Agfg1,0.337230783709707,0.000190896056120437,0.174,0.063,B_cell
B cell,B_cell,IL-18,IL18,Hadhb,0.331015913241389,0.0011099368071514,0.215,0.098,B_cell
B cell,B_cell,IL-18,IL18,Man2a1,0.322857723089183,0.0117132391194079,0.128,0.041,B_cell
B cell,B_cell,IL-18,IL18,Casp4,0.322322922470746,0.000869157410174654,0.149,0.054,B_cell
B cell,B_cell,IL-18,IL18,Nampt,0.322139122666083,0.0238549055349815,0.161,0.057,B_cell
B cell,B_cell,IL-18,IL18,Xaf1,0.32164764441341,0.000491663721516947,0.149,0.05,B_cell
B cell,B_cell,IL-18,IL18,Ctss,0.32123454927214,0.0224168420435021,0.769,0.607,B_cell
B cell,B_cell,IL-18,IL18,Cflar,0.311119089182116,0.0463511877795328,0.24,0.118,B_cell
B cell,B_cell,IL-18,IL18,Atp5b,0.302411505716218,0.0259455125135001,0.653,0.453,B_cell
B cell,B_cell,IL-18,IL18,Rtp4,0.296131987318959,0.000571020125878409,0.145,0.053,B_cell
B cell,B_cell,IL-18,IL18,Mcl1,0.294864728311258,0.00483294134532894,0.723,0.517,B_cell
B cell,B_cell,IL-18,IL18,Tprgl,0.294454425416144,0.0463511877795328,0.302,0.172,B_cell
B cell,B_cell,IL-18,IL18,Ak6,0.292657757252197,0.0464630815337111,0.107,0.033,B_cell
B cell,B_cell,IL-18,IL18,Eif2ak2,0.290723967211514,0.0258507976242734,0.136,0.047,B_cell
B cell,B_cell,IL-18,IL18,Bcl7c,0.281830635891956,0.020425769417871,0.244,0.112,B_cell
B cell,B_cell,IL-18,IL18,Zfp945,0.280055818129654,0.0139086324531282,0.12,0.041,B_cell
B cell,B_cell,IL-18,IL18,Eif1b,0.278113927051348,0.0254712150450723,0.36,0.19,B_cell
B cell,B_cell,IL-18,IL18,Mrps34,0.27690118176136,0.0364417339390572,0.256,0.13,B_cell
B cell,B_cell,IL-18,IL18,Mrpl46,0.276782072795662,0.00341369426970127,0.14,0.049,B_cell
B cell,B_cell,IL-18,IL18,Gdap10,0.275402815445313,0.00785641868257364,0.124,0.047,B_cell
B cell,B_cell,IL-18,IL18,Slamf7,0.273691372432759,0.0314275274944539,0.14,0.06,B_cell
B cell,B_cell,IL-18,IL18,Vmp1,0.267074516503407,0.0314275274944539,0.202,0.104,B_cell
B cell,B_cell,IL-18,IL18,Cd52,-0.281430721847215,0.00211908111289588,0.988,0.993,B_cell
B cell,B_cell,IL-18,IL18,Fcer2a,-0.58025180015232,0.000208128429647413,0.525,0.629,B_cell
B cell,B_cell,IL-18,IL18,Vpreb3,-0.657276868602813,0.0302690313344595,0.289,0.403,B_cell
B cell,B_cell,IL-18,IL18,Stk17b,-0.721074222434216,5.42436285452197e-07,0.649,0.736,B_cell
B cell,B_cell,IL-18,IL18,Ccr7,-0.815149207011062,0.00298111365967304,0.219,0.309,B_cell
B cell,B_cell,IL-18,IL18,Cxcr4,-0.875459655194516,7.61859898828286e-05,0.07,0.222,B_cell
B cell,B_cell,IL-18,IL18,Fos,-1.10618538611413,0.0463511877795328,0.19,0.295,B_cell
B cell,B_cell,IL-33,IL33,Ifi27l2a,0.788605420567897,8.74025599626888e-08,0.709,0.466,B_cell
B cell,B_cell,IL-33,IL33,Bst2,0.63865610722753,1.34282384405797e-06,0.308,0.141,B_cell
B cell,B_cell,IL-33,IL33,Ly6a,0.634975028401369,3.74824868424886e-07,0.6,0.359,B_cell
B cell,B_cell,IL-33,IL33,Stat1,0.600288946794797,3.63093150266592e-06,0.416,0.215,B_cell
B cell,B_cell,IL-33,IL33,Irf7,0.55206281647256,5.85876786183685e-05,0.168,0.049,B_cell
B cell,B_cell,IL-33,IL33,Slfn2,0.55058083168516,2.93422031896559e-06,0.569,0.352,B_cell
B cell,B_cell,IL-33,IL33,Phf11b,0.528561556268584,7.25323655692335e-06,0.224,0.078,B_cell
B cell,B_cell,IL-33,IL33,Rnf213,0.519722152051429,2.06757460686616e-06,0.252,0.091,B_cell
B cell,B_cell,IL-33,IL33,Xaf1,0.514291831546987,1.16101675682297e-05,0.173,0.05,B_cell
B cell,B_cell,IL-33,IL33,Ifi209,0.495197324056151,7.25323655692335e-06,0.537,0.329,B_cell
B cell,B_cell,IL-33,IL33,Ms4a4c,0.485241185765969,0.0213626384982183,0.586,0.405,B_cell
B cell,B_cell,IL-33,IL33,Zbp1,0.480289651192459,6.79102662922227e-06,0.18,0.063,B_cell
B cell,B_cell,IL-33,IL33,Trim30a,0.471782469308885,3.44510321129813e-06,0.323,0.162,B_cell
B cell,B_cell,IL-33,IL33,Ifi47,0.454469433175436,1.896360945351e-05,0.233,0.1,B_cell
B cell,B_cell,IL-33,IL33,Rtp4,0.444800163452112,1.34282384405797e-06,0.156,0.053,B_cell
B cell,B_cell,IL-33,IL33,Parp14,0.427962108941058,0.0041346867121926,0.262,0.125,B_cell
B cell,B_cell,IL-33,IL33,Ifit3,0.426317602311329,0.000269176079410261,0.147,0.046,B_cell
B cell,B_cell,IL-33,IL33,Serpina3g,0.408634758693948,0.032895305603085,0.134,0.048,B_cell
B cell,B_cell,IL-33,IL33,Pkib,0.406434463340074,0.0139351722614563,0.27,0.131,B_cell
B cell,B_cell,IL-33,IL33,Tor3a,0.406372787042748,0.000691616223273119,0.208,0.091,B_cell
B cell,B_cell,IL-33,IL33,Ifi35,0.40591482884045,0.0441272944954023,0.276,0.141,B_cell
B cell,B_cell,IL-33,IL33,Ifi203,0.396351298453985,0.0170315655312054,0.659,0.488,B_cell
B cell,B_cell,IL-33,IL33,Pml,0.383199530671119,7.97972352044937e-05,0.297,0.156,B_cell
B cell,B_cell,IL-33,IL33,Ifi213,0.336977810385594,0.000369605535657264,0.206,0.1,B_cell
B cell,B_cell,IL-33,IL33,Capg,0.256955345006284,0.023732004826889,0.579,0.426,B_cell
B cell,B_cell,IL-33,IL33,Sp110,0.254022124779699,0.0196280897530362,0.394,0.26,B_cell
B cell,B_cell,IL-33,IL33,Prcp,-0.271920842952962,0.0410154110877985,0.15,0.186,B_cell
B cell,B_cell,IL-33,IL33,Plekho1,-0.410663584577978,0.0146577861727274,0.136,0.202,B_cell
B cell,B_cell,IL-36α,IL36a,Stat1,1.4130288516066,3.84364249990736e-07,0.554,0.215,B_cell
B cell,B_cell,IL-36α,IL36a,Ifi47,1.09002444287392,8.1104355168309e-06,0.351,0.1,B_cell
B cell,B_cell,IL-36α,IL36a,Serpina3g,1.07865913460284,0.00433987618593748,0.216,0.048,B_cell
B cell,B_cell,IL-36α,IL36a,Gbp7,1.02733629222053,0.00029254151450583,0.203,0.033,B_cell
B cell,B_cell,IL-36α,IL36a,Pkib,0.979469061746446,0.00433987618593748,0.365,0.131,B_cell
B cell,B_cell,IL-36α,IL36a,Ly6a,0.897178294571641,0.00206182694490796,0.689,0.359,B_cell
B cell,B_cell,IL-36α,IL36a,Irgm1,0.897167081469095,1.26468963365484e-10,0.365,0.072,B_cell
B cell,B_cell,IL-36α,IL36a,Gbp4,0.871467347207476,0.00137147252244685,0.27,0.074,B_cell
B cell,B_cell,IL-36α,IL36a,Pml,0.758654966719698,0.0362610887183296,0.338,0.156,B_cell
B cell,B_cell,IL-36α,IL36a,Nlrc5,0.735192316797435,5.26583957506908e-06,0.203,0.037,B_cell
B cell,B_cell,IL-36α,IL36a,Parp14,0.726831343922372,0.034335894761332,0.351,0.125,B_cell
B cell,B_cell,IL-36α,IL36a,Ptpn1,0.707162503922351,0.00953631762530442,0.486,0.23,B_cell
B cell,B_cell,IL-36α,IL36a,Ffar1,0.685195501563069,0.00163649337740572,0.297,0.1,B_cell
