Celltype,Celltype_Str,Cytokine,Cytokine_Str,Gene,Avg_log2FC,FDR,Pct_Cytokine,Pct_PBS,__sheet__
cDC1,cDC1,IFN-λ2,IFNl2,Ranbp1,0.438440073421182,0.0425903575736021,0.897,0.774,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Ostf1,0.437606999198568,0.00778181700513405,0.966,0.868,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Xaf1,0.430553301329549,0.000213732781474071,0.397,0.123,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Ifi35,0.425467722461474,0.0102014354302125,0.845,0.579,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Arl8b,0.423111488481517,0.00399927395128504,0.655,0.32,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Psma7,0.420411707062278,0.00705330652067578,1.0,0.923,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Ccdc86,0.419622455808884,0.00180856429758026,0.724,0.425,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Dnaja2,0.418514481955976,0.0405098611282406,0.793,0.51,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Snx2,0.414925463782363,0.0179850717538487,0.759,0.493,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Trim30a,0.413980630344929,0.0327463574420564,0.81,0.618,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Cuta,0.412566136622226,0.0102014354302125,0.879,0.611,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Stip1,0.410740552351326,0.00215539867915164,0.655,0.339,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Irgm1,0.409017768014153,0.0259468951034702,0.483,0.236,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Dek,0.405224760197517,0.038471916825913,0.931,0.812,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Srsf7,0.393357466343137,0.0254307371269333,0.862,0.647,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Ly6e,0.390154500169051,0.000246160737457027,1.0,0.99,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Trim12a,0.386543377647314,0.00325914798682813,0.552,0.257,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Myl12a,0.385920011882551,0.0402080450541653,0.948,0.815,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Csrp1,0.379702996571738,0.0296833038464741,0.655,0.377,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Slbp,0.376965630553587,0.0204161866660363,0.638,0.356,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Itm2b,0.375660720464445,0.0281311614092454,0.983,0.978,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Dhx58,0.374592108478418,0.0260169580299558,0.345,0.147,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Sumo1,0.369502958318026,0.0129475473549887,0.897,0.728,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Ppia,0.367485955830874,0.0242941629086089,1.0,0.993,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Tmsb10,0.366235533064692,0.0222361619672195,1.0,1.0,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Ptbp1,0.365765507050568,0.00330112973270764,0.707,0.425,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Ldha,0.359552182342449,0.0239762896610058,0.983,0.851,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Lgals3bp,0.359359653009788,0.00759267954765806,0.517,0.238,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Cox6b1,0.35458885223107,0.00647434962885527,0.983,0.93,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Cd47,0.35406346624307,0.00593961096829604,0.983,0.923,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Herc6,0.354062131971399,6.30098542141264e-05,0.414,0.125,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Fen1,0.353248928318177,0.00402018739101452,0.5,0.216,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,H2-Q4,0.347700865378082,0.0281311614092454,0.621,0.349,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Socs1,0.344757379300423,0.000122467909440281,0.293,0.07,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Map2k1,0.339910517895901,0.00327073307506857,0.621,0.284,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Eloc,0.33847888823282,0.0333185899706349,0.793,0.651,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Frmd4a,0.337002616541086,0.0149167377665288,0.397,0.166,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Tk1,0.328898506034507,0.000779886152103123,0.328,0.099,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Rnf213,0.323743163428346,0.0381920069804278,0.586,0.341,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Fmc1,0.32139175986848,0.0286665886138724,0.586,0.308,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Snrpa,0.317748291103227,0.0162372575515041,0.776,0.462,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Oasl1,0.315817074826693,4.28534739801355e-06,0.172,0.017,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Mbd2,0.312704299725996,0.0265577103856721,0.828,0.603,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Taldo1,0.307183468161497,0.0187800086838547,0.966,0.978,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Kpna3,0.29878971749649,0.0409529903123972,0.414,0.192,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Psme1,0.291125732627711,0.0391813004208928,1.0,0.986,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Med30,0.288433306649943,0.0409084802977529,0.638,0.38,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Nifk,0.27584733338569,0.0402080450541653,0.552,0.296,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Oas3,0.265993902121828,4.28534739801355e-06,0.207,0.026,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Ube2g1,0.263360925680477,0.0290745540668521,0.414,0.188,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Ms4a4c,0.261276149618858,0.0070679825285407,0.328,0.111,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Fdx1,0.256416490861643,0.018339995693794,0.534,0.255,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Laptm5,-0.388807772738412,0.00556785254840266,0.966,0.995,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Nop53,-0.405147015904437,0.0274595716300994,0.707,0.856,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Cox7a2l,-0.492000128478284,0.0033699117490054,0.948,0.969,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Pid1,-0.498275392022689,0.0275629672572783,0.724,0.76,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Hepacam2,-0.566303767856268,0.0138144900681539,0.19,0.478,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Kctd12,-0.587212746288345,0.0192084351710124,0.655,0.803,cDC1
cDC1,cDC1,IFN-λ2,IFNl2,Lyz2,-0.76413811407978,0.00441293133608058,0.69,0.849,cDC1
cDC1,cDC1,LT-α1/β2,LTA1-B2,Timd4,0.535055371605875,0.00624291250032704,0.262,0.06,cDC1
cDC1,cDC1,LT-α1/β2,LTA1-B2,Cd300a,0.490478208298601,0.0160504264447945,0.31,0.094,cDC1
cDC1,cDC1,LT-α1/β2,LTA1-B2,Cdkn2d,0.404715383394404,0.00373067847266548,0.452,0.144,cDC1
cDC1,cDC1,LT-α1/β2,LTA1-B2,Txnrd1,0.388512236515371,0.00624291250032704,0.5,0.173,cDC1
cDC1,cDC1,LT-α1/β2,LTA1-B2,Nrros,0.366053324842576,0.0448083159474454,0.619,0.329,cDC1
cDC1,cDC1,LT-α1/β2,LTA1-B2,Fzd7,0.345385610442778,0.0160504264447945,0.167,0.029,cDC1
cDC1,cDC1,LT-α1/β2,LTA1-B2,Sap18,0.339857215850758,0.0406729743499831,0.81,0.498,cDC1
cDC1,cDC1,LT-α1/β2,LTA1-B2,Ppm1b,0.318909482680829,0.0125532201616067,0.5,0.195,cDC1
cDC1,cDC1,LT-α1/β2,LTA1-B2,Timm8a1,0.276351891702628,0.0187693605370409,0.476,0.188,cDC1
cDC1,cDC1,LT-α1/β2,LTA1-B2,Fosb,-0.992846654403755,0.0100203300386185,0.381,0.688,cDC1
cDC1,cDC1,LT-α1/β2,LTA1-B2,Klf2,-1.08994015113246,0.00409170993515901,0.786,0.863,cDC1
cDC1,cDC1,LT-α1/β2,LTA1-B2,Dusp1,-1.42378285150272,0.0164213184506893,0.381,0.587,cDC1
cDC1,cDC1,LT-α1/β2,LTA1-B2,Fos,-1.55008746851766,0.00391434144576347,0.69,0.81,cDC1
cDC1,cDC1,LT-α2/β1,LTA2-B1,Pspc1,0.265573628940003,0.0301119565545727,0.369,0.161,cDC1
cDC1,cDC1,LT-α2/β1,LTA2-B1,Klf2,-0.645345345029522,0.0301119565545727,0.81,0.863,cDC1
cDC1,cDC1,LT-α2/β1,LTA2-B1,Fos,-1.00874268779448,0.00652531877684586,0.679,0.81,cDC1
cDC1,cDC1,TNF-α,TNFa,Apol7c,3.24183782503624,2.51118426552833e-22,0.738,0.248,cDC1
cDC1,cDC1,TNF-α,TNFa,Ccr7,2.74677607446841,2.76765566349206e-28,0.613,0.091,cDC1
cDC1,cDC1,TNF-α,TNFa,Ccl22,2.62280082843169,2.2476038184653e-15,0.362,0.05,cDC1
cDC1,cDC1,TNF-α,TNFa,Bcl2a1b,2.35017297698722,5.39005256061627e-20,0.863,0.478,cDC1
cDC1,cDC1,TNF-α,TNFa,Basp1,2.30977679977638,1.99705201986594e-28,0.963,0.587,cDC1
cDC1,cDC1,TNF-α,TNFa,Traf1,2.23036762588007,1.32335063485504e-22,0.9,0.567,cDC1
cDC1,cDC1,TNF-α,TNFa,Ccl17,2.14040096263427,1.86709008562327e-18,0.25,0.007,cDC1
cDC1,cDC1,TNF-α,TNFa,Ifitm2,2.06380427491837,7.12338422475902e-16,0.662,0.267,cDC1
cDC1,cDC1,TNF-α,TNFa,Marcksl1,2.01553557790566,8.88042373774611e-31,0.925,0.38,cDC1
cDC1,cDC1,TNF-α,TNFa,Ncoa7,1.96245486677656,4.36165786727564e-16,0.787,0.421,cDC1
cDC1,cDC1,TNF-α,TNFa,Ccnd2,1.94127750333648,1.17445812610601e-20,0.562,0.123,cDC1
cDC1,cDC1,TNF-α,TNFa,Fabp5,1.88925609501733,0.000741796179227435,0.338,0.156,cDC1
cDC1,cDC1,TNF-α,TNFa,Bcl2a1d,1.81878652202249,1.18051226855423e-17,0.963,0.709,cDC1
cDC1,cDC1,TNF-α,TNFa,Dusp2,1.81422731078862,8.29157476059954e-23,0.825,0.325,cDC1
cDC1,cDC1,TNF-α,TNFa,Mkrn1,1.75471222637218,3.56062884180742e-21,0.925,0.678,cDC1
cDC1,cDC1,TNF-α,TNFa,Tmem123,1.74240536516199,1.49015694213909e-12,0.762,0.399,cDC1
cDC1,cDC1,TNF-α,TNFa,Cxcl9,1.71656967115173,1.59867976960542e-16,0.912,0.555,cDC1
cDC1,cDC1,TNF-α,TNFa,Serpinb9,1.70190617216294,1.24217031056179e-18,0.7,0.26,cDC1
cDC1,cDC1,TNF-α,TNFa,Il1b,1.66131866149853,0.00014701718599854,0.425,0.204,cDC1
cDC1,cDC1,TNF-α,TNFa,Nabp1,1.65342715761766,1.44563239999157e-15,0.863,0.495,cDC1
cDC1,cDC1,TNF-α,TNFa,Glipr2,1.63132765989319,2.05576652570681e-31,0.575,0.058,cDC1
cDC1,cDC1,TNF-α,TNFa,Etv3,1.60151521617287,2.01181308234835e-17,0.812,0.397,cDC1
cDC1,cDC1,TNF-α,TNFa,Relb,1.57231878572018,2.33311681837457e-21,0.775,0.322,cDC1
cDC1,cDC1,TNF-α,TNFa,Gadd45b,1.57198503296392,1.17445812610601e-20,0.55,0.106,cDC1
cDC1,cDC1,TNF-α,TNFa,Il4i1,1.54750043537614,1.88570140272604e-15,0.462,0.096,cDC1
cDC1,cDC1,TNF-α,TNFa,Nfkbia,1.53308219603698,5.22935083120803e-24,0.988,0.774,cDC1
cDC1,cDC1,TNF-α,TNFa,Cdkn1a,1.50045950902181,1.99705201986594e-28,0.7,0.123,cDC1
cDC1,cDC1,TNF-α,TNFa,Cxcl16,1.49045077294662,1.12364770003525e-19,0.912,0.632,cDC1
cDC1,cDC1,TNF-α,TNFa,Rgs1,1.46476282941573,1.72283799067655e-07,0.588,0.293,cDC1
cDC1,cDC1,TNF-α,TNFa,Clic4,1.4428029865689,1.42055660573376e-12,0.887,0.637,cDC1
cDC1,cDC1,TNF-α,TNFa,Cd40,1.44099852709704,7.86782732909401e-23,0.825,0.312,cDC1
cDC1,cDC1,TNF-α,TNFa,Bcl2l11,1.4387654546834,1.6777873504256e-12,0.537,0.175,cDC1
cDC1,cDC1,TNF-α,TNFa,Gclc,1.42852254702133,1.28496360708806e-15,0.613,0.18,cDC1
cDC1,cDC1,TNF-α,TNFa,Serpinb1a,1.40743362639364,7.14403166292069e-06,0.225,0.053,cDC1
cDC1,cDC1,TNF-α,TNFa,Pfkfb3,1.3967499572236,5.40368769360093e-09,0.475,0.18,cDC1
cDC1,cDC1,TNF-α,TNFa,Plxnc1,1.39353905169483,9.14207747934552e-20,0.838,0.392,cDC1
cDC1,cDC1,TNF-α,TNFa,Serpina3g,1.37966313775718,4.52701435718401e-16,0.825,0.406,cDC1
cDC1,cDC1,TNF-α,TNFa,Dnase1l3,1.3742047695482,1.88284115292597e-13,0.938,0.728,cDC1
cDC1,cDC1,TNF-α,TNFa,H2afz,1.36466498129731,8.85126459656994e-08,0.975,0.99,cDC1
cDC1,cDC1,TNF-α,TNFa,Cd83,1.34811005586654,8.64533191807264e-07,0.65,0.411,cDC1
cDC1,cDC1,TNF-α,TNFa,Arhgap22,1.34561090651654,1.64096989827375e-16,0.725,0.317,cDC1
cDC1,cDC1,TNF-α,TNFa,Arl5c,1.32757364294275,2.4635064244196e-12,0.65,0.262,cDC1
cDC1,cDC1,TNF-α,TNFa,Mxd1,1.3208495352623,1.15649449135199e-16,0.588,0.163,cDC1
cDC1,cDC1,TNF-α,TNFa,Serpinb6b,1.27449267511502,2.78225528122838e-09,0.725,0.481,cDC1
cDC1,cDC1,TNF-α,TNFa,Cytip,1.2582769330149,3.60813442730427e-06,0.812,0.654,cDC1
cDC1,cDC1,TNF-α,TNFa,Cflar,1.24475084263207,1.29109440272014e-19,0.8,0.315,cDC1
cDC1,cDC1,TNF-α,TNFa,Tmem131l,1.22156830528889,7.77821918827891e-16,0.863,0.476,cDC1
cDC1,cDC1,TNF-α,TNFa,Srgn,1.21382317212913,2.52876092407729e-12,0.975,0.909,cDC1
cDC1,cDC1,TNF-α,TNFa,Mt1,1.19100516294476,0.0118498533287903,0.475,0.317,cDC1
cDC1,cDC1,TNF-α,TNFa,Bcl2l14,1.188060847315,6.96732332328363e-15,0.662,0.224,cDC1
cDC1,cDC1,TNF-α,TNFa,Aebp2,1.1834117299892,4.45806768642363e-16,0.775,0.361,cDC1
cDC1,cDC1,TNF-α,TNFa,Birc2,1.17462970204529,2.23628368876474e-14,0.662,0.274,cDC1
cDC1,cDC1,TNF-α,TNFa,Tspan3,1.16945186285821,9.6007607518689e-13,0.613,0.238,cDC1
cDC1,cDC1,TNF-α,TNFa,Btg1,1.16645853564758,1.84838608758535e-14,0.963,0.945,cDC1
cDC1,cDC1,TNF-α,TNFa,Fnbp1l,1.13364192333705,1.81954411587595e-17,0.588,0.151,cDC1
cDC1,cDC1,TNF-α,TNFa,Swap70,1.13046819003862,2.41478499432563e-08,0.613,0.315,cDC1
cDC1,cDC1,TNF-α,TNFa,Pik3r1,1.09881472137764,2.77387551132055e-08,0.775,0.517,cDC1
cDC1,cDC1,TNF-α,TNFa,Myo1g,1.09817587431272,3.084875767864e-11,0.8,0.57,cDC1
cDC1,cDC1,TNF-α,TNFa,AA467197,1.08027448452869,2.20645670899669e-18,0.238,0.005,cDC1
cDC1,cDC1,TNF-α,TNFa,Samsn1,1.07791887587344,6.66623797877465e-09,0.488,0.195,cDC1
cDC1,cDC1,TNF-α,TNFa,Il12b,1.07322262413995,0.00053741313984946,0.162,0.036,cDC1
cDC1,cDC1,TNF-α,TNFa,Bcl2a1a,1.0685859552198,4.04497034936936e-08,0.8,0.594,cDC1
cDC1,cDC1,TNF-α,TNFa,Birc3,1.05917714072031,9.99316670204788e-12,0.8,0.495,cDC1
cDC1,cDC1,TNF-α,TNFa,Fscn1,1.05720368636691,1.54139483046949e-08,0.325,0.079,cDC1
cDC1,cDC1,TNF-α,TNFa,Apobec3,1.05526072954507,7.45477854706618e-20,1.0,0.877,cDC1
cDC1,cDC1,TNF-α,TNFa,Rap2a,1.02714023691461,3.22242297134946e-11,0.525,0.178,cDC1
cDC1,cDC1,TNF-α,TNFa,Spint2,1.01532556104662,1.55212504736528e-12,0.863,0.565,cDC1
cDC1,cDC1,TNF-α,TNFa,Adam8,1.00750611686991,1.15771190955802e-09,0.838,0.613,cDC1
cDC1,cDC1,TNF-α,TNFa,Rab21,1.00068084582417,5.15167495433632e-09,0.775,0.522,cDC1
cDC1,cDC1,TNF-α,TNFa,Lrrk1,0.999065577109418,1.04816608070053e-08,0.75,0.555,cDC1
cDC1,cDC1,TNF-α,TNFa,Ly75,0.997210058207136,1.9637218830637e-10,0.637,0.31,cDC1
cDC1,cDC1,TNF-α,TNFa,Sdc4,0.996636247347447,1.90681161214984e-22,0.412,0.038,cDC1
cDC1,cDC1,TNF-α,TNFa,Iscu,0.981385295497542,1.02018260104027e-13,0.912,0.69,cDC1
cDC1,cDC1,TNF-α,TNFa,Txndc17,0.980664411902936,1.00926679457586e-09,0.925,0.779,cDC1
cDC1,cDC1,TNF-α,TNFa,Jak2,0.976289036196335,1.48410874434292e-09,0.787,0.517,cDC1
cDC1,cDC1,TNF-α,TNFa,Tnfaip3,0.971338592623241,1.6777873504256e-12,0.662,0.26,cDC1
cDC1,cDC1,TNF-α,TNFa,Bcl3,0.967149448633144,1.32335063485504e-22,0.6,0.12,cDC1
cDC1,cDC1,TNF-α,TNFa,Cacnb3,0.96168082710922,2.91238778780307e-10,0.312,0.06,cDC1
cDC1,cDC1,TNF-α,TNFa,Nr4a3,0.959843595758305,1.96858376274362e-06,0.3,0.084,cDC1
cDC1,cDC1,TNF-α,TNFa,Stxbp3,0.931413748041869,1.23054825932748e-08,0.6,0.291,cDC1
cDC1,cDC1,TNF-α,TNFa,Cd274,0.931327020953777,5.77992665486657e-23,0.45,0.048,cDC1
cDC1,cDC1,TNF-α,TNFa,Fam49a,0.924004417665227,3.03991062920508e-10,0.6,0.264,cDC1
cDC1,cDC1,TNF-α,TNFa,Rras2,0.919635711845643,2.38473786825603e-23,0.55,0.089,cDC1
cDC1,cDC1,TNF-α,TNFa,Tle3,0.917447145766282,1.43038844023451e-11,0.625,0.255,cDC1
cDC1,cDC1,TNF-α,TNFa,Socs2,0.91465363181779,3.78092609332095e-18,0.325,0.026,cDC1
cDC1,cDC1,TNF-α,TNFa,Kcnk6,0.908554237685489,3.88534039498696e-17,0.562,0.135,cDC1
cDC1,cDC1,TNF-α,TNFa,Clec2d,0.889199748623547,2.17316641407818e-12,0.887,0.603,cDC1
cDC1,cDC1,TNF-α,TNFa,Dusp5,0.884430930337326,1.94777635760476e-13,0.462,0.108,cDC1
cDC1,cDC1,TNF-α,TNFa,Wfdc17,0.884191883376928,2.09542369809277e-11,0.375,0.079,cDC1
cDC1,cDC1,TNF-α,TNFa,Icam1,0.882853915793508,1.88814989547165e-11,0.85,0.584,cDC1
cDC1,cDC1,TNF-α,TNFa,Zfp36l1,0.876008889351428,0.000173753191844859,0.863,0.803,cDC1
cDC1,cDC1,TNF-α,TNFa,Gbp5,0.872526957261749,2.71245157283049e-22,0.388,0.029,cDC1
cDC1,cDC1,TNF-α,TNFa,Tmem176a,0.862631179651626,1.7701243931325e-07,0.462,0.18,cDC1
cDC1,cDC1,TNF-α,TNFa,Irf1,0.856948227379533,3.92318126769118e-06,0.525,0.257,cDC1
cDC1,cDC1,TNF-α,TNFa,Cd81,0.853392806723487,0.0105354040582428,0.812,0.752,cDC1
cDC1,cDC1,TNF-α,TNFa,Tnip3,0.844985059674946,4.41453664212942e-12,0.262,0.031,cDC1
cDC1,cDC1,TNF-α,TNFa,N4bp2l1,0.842388818028013,2.02033860700362e-05,0.588,0.337,cDC1
cDC1,cDC1,TNF-α,TNFa,Pim1,0.839784122375121,1.1559668225589e-06,0.787,0.625,cDC1
cDC1,cDC1,TNF-α,TNFa,Galnt7,0.835917875301459,9.36900083611458e-11,0.8,0.469,cDC1
cDC1,cDC1,TNF-α,TNFa,Gpr132,0.835454845377805,4.06023511652941e-09,0.75,0.481,cDC1
cDC1,cDC1,TNF-α,TNFa,Flnb,0.8276855561277,1.88570140272604e-15,0.662,0.228,cDC1
cDC1,cDC1,TNF-α,TNFa,Ddt,0.82611707328236,0.0339574242341834,0.525,0.373,cDC1
cDC1,cDC1,TNF-α,TNFa,Chd7,0.82501674533441,3.51799126137975e-12,0.637,0.24,cDC1
cDC1,cDC1,TNF-α,TNFa,Icosl,0.819228375611921,1.02920540449448e-07,0.512,0.228,cDC1
cDC1,cDC1,TNF-α,TNFa,Rnf19b,0.812879147518722,1.90948884021647e-08,0.775,0.481,cDC1
cDC1,cDC1,TNF-α,TNFa,Snn,0.804199836653511,2.40309181036509e-25,0.425,0.031,cDC1
cDC1,cDC1,TNF-α,TNFa,Mab21l3,0.793395061979836,2.71245157283049e-22,0.425,0.041,cDC1
cDC1,cDC1,TNF-α,TNFa,Ndrg1,0.790005744314182,3.27281863274902e-14,0.562,0.156,cDC1
cDC1,cDC1,TNF-α,TNFa,Casp4,0.776801978485503,1.12951904821959e-22,0.5,0.065,cDC1
cDC1,cDC1,TNF-α,TNFa,Eif1,0.776350708861083,9.33434758051152e-18,0.988,0.988,cDC1
cDC1,cDC1,TNF-α,TNFa,Csf2rb,0.775248411291067,3.63671754096161e-09,0.8,0.476,cDC1
cDC1,cDC1,TNF-α,TNFa,Ifi205,0.773524725997284,0.00109400751965759,0.912,0.832,cDC1
cDC1,cDC1,TNF-α,TNFa,Malt1,0.769488071912157,0.00242298228687526,0.45,0.272,cDC1
cDC1,cDC1,TNF-α,TNFa,Cxcl10,0.766848103009835,0.00131471070312629,0.212,0.065,cDC1
cDC1,cDC1,TNF-α,TNFa,Sdhaf1,0.761529446055528,1.12553277568329e-12,0.625,0.233,cDC1
cDC1,cDC1,TNF-α,TNFa,Prkcd,0.757559512301893,1.64050309475325e-05,0.8,0.601,cDC1
cDC1,cDC1,TNF-α,TNFa,Gramd3,0.743827382684931,6.47530463035817e-09,0.688,0.361,cDC1
cDC1,cDC1,TNF-α,TNFa,Lamp1,0.740909210637827,1.58663135184795e-05,0.588,0.334,cDC1
cDC1,cDC1,TNF-α,TNFa,Nfkb2,0.730654188371211,6.66623797877465e-09,0.725,0.406,cDC1
cDC1,cDC1,TNF-α,TNFa,Dennd4a,0.726988664924452,4.54594659522641e-05,0.713,0.476,cDC1
cDC1,cDC1,TNF-α,TNFa,Irf5,0.712126205718987,1.41232636650288e-07,0.887,0.752,cDC1
cDC1,cDC1,TNF-α,TNFa,Foxp4,0.712044597925383,3.07858214303162e-15,0.45,0.091,cDC1
cDC1,cDC1,TNF-α,TNFa,Tuba1a,0.711780992401408,0.000105575988199881,0.625,0.404,cDC1
cDC1,cDC1,TNF-α,TNFa,Psme2,0.711315496332718,3.28335309163405e-09,0.963,0.911,cDC1
cDC1,cDC1,TNF-α,TNFa,Marcks,0.707950171815751,1.73451450998629e-05,0.963,0.909,cDC1
cDC1,cDC1,TNF-α,TNFa,Sult1a1,0.70514244520002,0.00242298228687526,0.688,0.567,cDC1
cDC1,cDC1,TNF-α,TNFa,Cacna1s,0.704141420930524,1.90274969219205e-07,0.662,0.356,cDC1
cDC1,cDC1,TNF-α,TNFa,Sbno1,0.70166571686454,1.43997354770108e-08,0.838,0.514,cDC1
cDC1,cDC1,TNF-α,TNFa,Rel,0.701498778525842,1.34384524902169e-05,0.65,0.428,cDC1
cDC1,cDC1,TNF-α,TNFa,Mif4gd,0.694076091046919,3.40467712543336e-05,0.462,0.236,cDC1
cDC1,cDC1,TNF-α,TNFa,Tbc1d8,0.693795280519553,1.88676267097003e-05,0.738,0.543,cDC1
cDC1,cDC1,TNF-α,TNFa,Tmem176b,0.693456253799852,0.000247292954106841,0.425,0.212,cDC1
cDC1,cDC1,TNF-α,TNFa,Il21r,0.686603437636284,9.88904758481731e-24,0.425,0.036,cDC1
cDC1,cDC1,TNF-α,TNFa,Poglut1,0.685405812280879,3.52003958142448e-07,0.55,0.255,cDC1
cDC1,cDC1,TNF-α,TNFa,Nrp2,0.685136660572402,1.88570140272604e-15,0.3,0.029,cDC1
cDC1,cDC1,TNF-α,TNFa,Avpi1,0.681805090560151,1.65527373623512e-06,0.713,0.469,cDC1
cDC1,cDC1,TNF-α,TNFa,Slfn2,0.674358232109084,0.00731282340036321,0.762,0.671,cDC1
cDC1,cDC1,TNF-α,TNFa,Tank,0.666473253867592,7.91464728255044e-09,0.613,0.272,cDC1
cDC1,cDC1,TNF-α,TNFa,Strip2,0.663382111273054,2.05198296711038e-08,0.5,0.195,cDC1
cDC1,cDC1,TNF-α,TNFa,Etv6,0.658341534103577,9.03263037229931e-07,0.675,0.404,cDC1
cDC1,cDC1,TNF-α,TNFa,Wnk1,0.657603759601215,0.0419599012136265,0.887,0.793,cDC1
cDC1,cDC1,TNF-α,TNFa,Tspo,0.657480905591143,0.00760308582402031,0.875,0.868,cDC1
cDC1,cDC1,TNF-α,TNFa,Ptger4,0.650434265260053,1.79140504207114e-06,0.35,0.115,cDC1
cDC1,cDC1,TNF-α,TNFa,Syngr2,0.636292831123725,7.68137572304216e-09,0.95,0.928,cDC1
cDC1,cDC1,TNF-α,TNFa,Ggta1,0.634000913710731,1.0999612465862e-06,0.475,0.209,cDC1
cDC1,cDC1,TNF-α,TNFa,Mrps7,0.625878255423669,1.51359353765108e-05,0.662,0.418,cDC1
cDC1,cDC1,TNF-α,TNFa,Grk3,0.625697871143851,0.000195349267130312,0.838,0.661,cDC1
cDC1,cDC1,TNF-α,TNFa,Mvp,0.624164270475682,2.45739535373259e-08,0.738,0.471,cDC1
cDC1,cDC1,TNF-α,TNFa,Serinc3,0.62058630881394,4.06828716703561e-05,0.8,0.702,cDC1
cDC1,cDC1,TNF-α,TNFa,Zfp36,0.616982611788054,0.0319519310050032,0.838,0.724,cDC1
cDC1,cDC1,TNF-α,TNFa,Cd86,0.615570477052273,0.00135050726418232,0.85,0.772,cDC1
cDC1,cDC1,TNF-α,TNFa,Smad4,0.615393440067169,1.65127512691452e-05,0.662,0.404,cDC1
cDC1,cDC1,TNF-α,TNFa,Nlrc5,0.61425469136018,0.000107355322489229,0.5,0.274,cDC1
cDC1,cDC1,TNF-α,TNFa,Plek,0.61319268095527,0.00103627628558498,0.787,0.666,cDC1
cDC1,cDC1,TNF-α,TNFa,Nup98,0.609326261739367,1.25381908675715e-06,0.6,0.305,cDC1
cDC1,cDC1,TNF-α,TNFa,Atp2b1,0.606163759397948,0.00164519557163598,0.75,0.538,cDC1
cDC1,cDC1,TNF-α,TNFa,Pcgf5,0.598663504387777,0.0115341512132515,0.362,0.212,cDC1
cDC1,cDC1,TNF-α,TNFa,Smarce1,0.596370583233933,5.11492601185041e-06,0.75,0.517,cDC1
cDC1,cDC1,TNF-α,TNFa,Ass1,0.591893131290002,9.65545988003061e-06,0.775,0.606,cDC1
